id,pr,label,tier,evidence_level,defect_is_bundle_primary_claim,exact_test,anchor,bundle,bundle_verdict,test,fix,logs,sibling_fix_leaves_red,n_assigned_findings,merged_in_from,restored,withdrawn,duplicate_of
14740-D08,14740,Add-guests email send failure is swallowed (no error context) and request still succeeds,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/trpc/server/routers/viewer/bookings/addguests.handler.ts:170,14740-B12,behavior_change_not_regression,analysis/verified_gold/14740/B12-add-guests-email-send-failure-is-swallowed-no-error-contex/defects/14740-D08/test.diff,analysis/verified_gold/14740/B12-add-guests-email-send-failure-is-swallowed-no-error-contex/defects/14740-D08/fix.patch,analysis/verified_gold/14740/B12-add-guests-email-send-failure-is-swallowed-no-error-contex/defects/14740-D08/logs,,29,[],,,
14740-D09,14740,Race condition in addGuests allows duplicate attendee rows (check-then-insert without transaction/unique constraint),D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/trpc/server/routers/viewer/bookings/addguests.handler.ts:92,14740-B14,behavior_change_not_regression,analysis/verified_gold/14740/B14-race-condition-in-addguests-allows-duplicate-attendee-rows/defects/14740-D09/test.diff,analysis/verified_gold/14740/B14-race-condition-in-addguests-allows-duplicate-attendee-rows/defects/14740-D09/fix.patch,analysis/verified_gold/14740/B14-race-condition-in-addguests-allows-duplicate-attendee-rows/defects/14740-D09/logs,,18,[],,,
14740-D10,14740,Add-guests flow persists new guest attendees with empty name (blank greetings/ICS CN),D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",addguests.handler.ts:83-90,14740-B16,behavior_change_not_regression,analysis/verified_gold/14740/B16-add-guests-flow-persists-new-guest-attendees-with-empty-na/defects/14740-D10/test.diff,analysis/verified_gold/14740/B16-add-guests-flow-persists-new-guest-attendees-with-empty-na/defects/14740-D10/fix.patch,analysis/verified_gold/14740/B16-add-guests-flow-persists-new-guest-attendees-with-empty-na/defects/14740-D10/logs,,15,[],,,
14740-D11,14740,unbounded reply-to header including all attendee emails,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/emails/templates/organizer-add-guests-email.ts:25,14740-B17,behavior_change_not_regression,analysis/verified_gold/14740/B17-organizer-add-guests-email-sets-reply-to-to-all-attendee-e/defects/14740-D11/test.diff,analysis/verified_gold/14740/B17-organizer-add-guests-email-sets-reply-to-to-all-attendee-e/defects/14740-D11/fix.patch,analysis/verified_gold/14740/B17-organizer-add-guests-email-sets-reply-to-to-all-attendee-e/defects/14740-D11/logs,,13,[],,,
14740-D12,14740,team-member variant sends organizer-personalized content without teammember prop (email leakage/content mismatch),D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",packages/emails/templates/organizer-add-guests-email.ts,14740-B17,behavior_change_not_regression,analysis/verified_gold/14740/B17-organizer-add-guests-email-sets-reply-to-to-all-attendee-e/defects/14740-D12/test.diff,analysis/verified_gold/14740/B17-organizer-add-guests-email-sets-reply-to-to-all-attendee-e/defects/14740-D12/fix.patch,analysis/verified_gold/14740/B17-organizer-add-guests-email-sets-reply-to-to-all-attendee-e/defects/14740-D12/logs,True,1,[],,,
14740-D13,14740,Organizer add-guests email subject crashes on empty attendees due to unguarded attendees[0].name access,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/emails/templates/organizer-add-guests-email.ts:29,14740-B20,behavior_change_not_regression,analysis/verified_gold/14740/B20-organizer-add-guests-email-subject-crashes-on-empty-attend/defects/14740-D13/test.diff,analysis/verified_gold/14740/B20-organizer-add-guests-email-subject-crashes-on-empty-attend/defects/14740-D13/fix.patch,analysis/verified_gold/14740/B20-organizer-add-guests-email-subject-crashes-on-empty-attend/defects/14740-D13/logs,,8,[],,,
14740-D14,14740,addGuests mutation allows adding guests even when the EventType disables/blocks guests,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/trpc/server/routers/viewer/bookings/addguests.handler.ts:74,14740-B23,behavior_change_not_regression,analysis/verified_gold/14740/B23-addguests-mutation-allows-adding-guests-even-when-the-even/defects/14740-D14/test.diff,analysis/verified_gold/14740/B23-addguests-mutation-allows-adding-guests-even-when-the-even/defects/14740-D14/fix.patch,analysis/verified_gold/14740/B23-addguests-mutation-allows-adding-guests-even-when-the-even/defects/14740-D14/logs,,6,[],,,
14740-D15,14740,"addGuests loads booking by raw id (with heavy includes) before authorization, enabling cross-tenant probing/enumeration",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/trpc/server/routers/viewer/bookings/addguests.handler.ts:26-56,14740-B25,behavior_change_not_regression,analysis/verified_gold/14740/B25-addguests-loads-booking-by-raw-id-with-heavy-includes-befo/defects/14740-D15/test.diff,analysis/verified_gold/14740/B25-addguests-loads-booking-by-raw-id-with-heavy-includes-befo/defects/14740-D15/fix.patch,analysis/verified_gold/14740/B25-addguests-loads-booking-by-raw-id-with-heavy-includes-befo/defects/14740-D15/logs,,4,[],,,
14740-D16,14740,Add-guests on a recurring booking updates only one occurrence but sends a series-wide calendar invite,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/trpc/server/routers/viewer/bookings/addguests.handler.ts:138,14740-B31,behavior_change_not_regression,analysis/verified_gold/14740/B31-add-guests-on-a-recurring-booking-updates-only-one-occurre/defects/14740-D16/test.diff,analysis/verified_gold/14740/B31-add-guests-on-a-recurring-booking-updates-only-one-occurre/defects/14740-D16/fix.patch,analysis/verified_gold/14740/B31-add-guests-on-a-recurring-booking-updates-only-one-occurre/defects/14740-D16/logs,,2,[],,,
14740-D17,14740,Concurrent add-guests requests can overwrite calendar attendees with stale snapshot (lost updates),D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/trpc/server/routers/viewer/bookings/addguests.handler.ts:164,14740-B32,behavior_change_not_regression,analysis/verified_gold/14740/B32-concurrent-add-guests-requests-can-overwrite-calendar-atte/defects/14740-D17/test.diff,analysis/verified_gold/14740/B32-concurrent-add-guests-requests-can-overwrite-calendar-atte/defects/14740-D17/fix.patch,analysis/verified_gold/14740/B32-concurrent-add-guests-requests-can-overwrite-calendar-atte/defects/14740-D17/logs,,2,[],,,
14740-D18,14740,"addGuests throws BAD_REQUEST when all submitted emails already attendees, enabling email probing and breaking retry/idempotency",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/trpc/server/routers/viewer/bookings/addguests.handler.ts:80,14740-B33,behavior_change_not_regression,analysis/verified_gold/14740/B33-addguests-throws-badrequest-when-all-submitted-emails-alre/defects/14740-D18/test.diff,analysis/verified_gold/14740/B33-addguests-throws-badrequest-when-all-submitted-emails-alre/defects/14740-D18/fix.patch,analysis/verified_gold/14740/B33-addguests-throws-badrequest-when-all-submitted-emails-alre/defects/14740-D18/logs,,2,[],,,
14740-D19,14740,Missing i18n key causes add-guests permission error to display raw `forbidden: youdonothavepermission`,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",packages/trpc/server/routers/viewer/bookings/addguests.handler.ts:55,14740-B40,behavior_change_not_regression,analysis/verified_gold/14740/B40-missing-i18n-key-causes-add-guests-permission-error-to-dis/defects/14740-D19/test.diff,analysis/verified_gold/14740/B40-missing-i18n-key-causes-add-guests-permission-error-to-dis/defects/14740-D19/fix.patch,analysis/verified_gold/14740/B40-missing-i18n-key-causes-add-guests-permission-error-to-dis/defects/14740-D19/logs,,1,[],,,
4-D01,4,Incorrect resolution of relative/protocol-relative URLs in absolutizeurls,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:64,4-B01,behavior_change_not_regression,analysis/verified_gold/4/B01-absolutizeurls-treats-protocol-relative-urls----as-r/defects/4-D01/test.diff,analysis/verified_gold/4/B01-absolutizeurls-treats-protocol-relative-urls----as-r/defects/4-D01/fix.patch,analysis/verified_gold/4/B01-absolutizeurls-treats-protocol-relative-urls----as-r/defects/4-D01/logs,,116,['4-D44'],,,
4-D03,4,Referer header trusted as spoofable embeddability/auth gate,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/controllers/embedcontroller.rb:26,4-B02,behavior_change_not_regression,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D03/test.diff,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D03/fix.patch,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D03/logs,True,29,[],,,
4-D04,4,"Retrieval jobs enqueued before throttle/dedupe, allowing Sidekiq queue flooding",D-withdrawn,own_executed,False,"yes - defect-specific test, orthogonality proven",app/controllers/embedcontroller.rb:15,4-B02,behavior_change_not_regression,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D04/test.diff,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D04/fix.patch,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D04/logs,True,50,[],,True,
4-D05,4,Case-sensitive/unnormalized host comparison against free-form embeddablehost setting,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",app/controllers/embedcontroller.rb:26,4-B02,behavior_change_not_regression,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D05/test.diff,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D05/fix.patch,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D05/logs,True,13,[],,,
4-D06,4,Staff-only throttle bypass in RetrieveTopic job,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",app/jobs/regular/retrievetopic.rb:17,4-B02,behavior_change_not_regression,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D06/test.diff,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D06/fix.patch,analysis/verified_gold/4/B02-embed-requests-are-wrongly-rejected-due-to-strict-unnorm/defects/4-D06/logs,True,2,[],,,
4-D07,4,topicembed remote article download lacks open/read timeout and size limit,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:48,4-B03,behavior_change_not_regression,analysis/verified_gold/4/B03-unbounded-open-uri-fetch-in-topicembed-can-hang-jobs-or-/defects/4-D07/test.diff,analysis/verified_gold/4/B03-unbounded-open-uri-fetch-in-topicembed-can-hang-jobs-or-/defects/4-D07/fix.patch,analysis/verified_gold/4/B03-unbounded-open-uri-fetch-in-topicembed-can-hang-jobs-or-/defects/4-D07/logs,,60,[],,,
4-D10,4,topicembeds migration uses destructive force: true and lacks foreign keys/dependent cleanup,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",db/migrate/20131217174004createtopicembeds.rb:3,4-B04,confirmed_regression,analysis/verified_gold/4/B04-destructive-force-true-in-createtable-migration-can-dr/defects/4-D10/test.diff,analysis/verified_gold/4/B04-destructive-force-true-in-createtable-migration-can-dr/defects/4-D10/fix.patch,analysis/verified_gold/4/B04-destructive-force-true-in-createtable-migration-can-dr/defects/4-D10/logs,True,14,[],,,
4-D11,4,Redis throttle key can become permanent due to non-atomic SETNX + EXPIRE,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",lib/topicretriever.rb:27,4-B06,behavior_change_not_regression,analysis/verified_gold/4/B06-redis-throttle-key-can-become-permanent-due-to-non-atomi/defects/4-D11/test.diff,analysis/verified_gold/4/B06-redis-throttle-key-can-become-permanent-due-to-non-atomi/defects/4-D11/fix.patch,analysis/verified_gold/4/B06-redis-throttle-key-can-become-permanent-due-to-non-atomi/defects/4-D11/logs,,74,['4-D25'],,,
4-D12,4,SSRF via open-uri redirects not revalidated against allowed host,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:48,4-B07,behavior_change_not_regression,analysis/verified_gold/4/B07-redirect-based-ssrf-only-initial-url-host-is-validated-w/defects/4-D12/test.diff,analysis/verified_gold/4/B07-redirect-based-ssrf-only-initial-url-host-is-validated-w/defects/4-D12/fix.patch,analysis/verified_gold/4/B07-redirect-based-ssrf-only-initial-url-host-is-validated-w/defects/4-D12/logs,,48,['4-D53'],,,
4-D14,4,TopicEmbed re-import crashes when the embedded post was deleted (embed.post is nil),D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:32,4-B08,behavior_change_not_regression,analysis/verified_gold/4/B08-topicembed-re-import-crashes-when-the-embedded-post-was-/defects/4-D14/test.diff,analysis/verified_gold/4/B08-topicembed-re-import-crashes-when-the-embedded-post-was-/defects/4-D14/fix.patch,analysis/verified_gold/4/B08-topicembed-re-import-crashes-when-the-embedded-post-was-/defects/4-D14/logs,,70,['4-D21'],,,
4-D15,4,check-then-create race on unique TopicEmbed embedurl,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:15,4-B09,behavior_change_not_regression,analysis/verified_gold/4/B09-race-condition-non-atomic-exists-create-on-topicembed-c/defects/4-D15/test.diff,analysis/verified_gold/4/B09-race-condition-non-atomic-exists-create-on-topicembed-c/defects/4-D15/fix.patch,analysis/verified_gold/4/B09-race-condition-non-atomic-exists-create-on-topicembed-c/defects/4-D15/logs,,67,[],,,
4-D16,4,enqueue/publish before outer transaction commits,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:21,4-B09,behavior_change_not_regression,analysis/verified_gold/4/B09-race-condition-non-atomic-exists-create-on-topicembed-c/defects/4-D16/test.diff,analysis/verified_gold/4/B09-race-condition-non-atomic-exists-create-on-topicembed-c/defects/4-D16/fix.patch,analysis/verified_gold/4/B09-race-condition-non-atomic-exists-create-on-topicembed-c/defects/4-D16/logs,True,3,[],,,
4-D17,4,"Embed URL lookup uses exact, unnormalized string match, allowing duplicate topics for equivalent URLs",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:15,4-B12,behavior_change_not_regression,analysis/verified_gold/4/B12-embed-url-lookup-uses-exact-unnormalized-string-match-al/defects/4-D17/test.diff,analysis/verified_gold/4/B12-embed-url-lookup-uses-exact-unnormalized-string-match-al/defects/4-D17/fix.patch,analysis/verified_gold/4/B12-embed-url-lookup-uses-exact-unnormalized-string-match-al/defects/4-D17/logs,,42,[],,,
4-D18,4,Inline feed poll exceptions abort performretrieve before HTTP fallback and may propagate into retry logic,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",lib/topicretriever.rb:41,4-B14,behavior_change_not_regression,analysis/verified_gold/4/B14-unrescued-inline-feed-poll-aborts-http-fallback-on-embed/defects/4-D18/test.diff,analysis/verified_gold/4/B14-unrescued-inline-feed-poll-aborts-http-fallback-on-embed/defects/4-D18/fix.patch,analysis/verified_gold/4/B14-unrescued-inline-feed-poll-aborts-http-fallback-on-embed/defects/4-D18/logs,,35,[],,,
4-D20,4,ignored revise! failure with unconditional contentsha1 advance,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:37,4-B15,behavior_change_not_regression,analysis/verified_gold/4/B15-topicembed-advances-contentsha1-even-when-post-revision-/defects/4-D20/test.diff,analysis/verified_gold/4/B15-topicembed-advances-contentsha1-even-when-post-revision-/defects/4-D20/fix.patch,analysis/verified_gold/4/B15-topicembed-advances-contentsha1-even-when-post-revision-/defects/4-D20/logs,,27,[],,,
4-D22,4,concurrent import body/digest race,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:37,4-B15,behavior_change_not_regression,analysis/verified_gold/4/B15-topicembed-advances-contentsha1-even-when-post-revision-/defects/4-D22/test.diff,analysis/verified_gold/4/B15-topicembed-advances-contentsha1-even-when-post-revision-/defects/4-D22/fix.patch,analysis/verified_gold/4/B15-topicembed-advances-contentsha1-even-when-post-revision-/defects/4-D22/logs,True,6,[],,,
4-D23,4,"TopicEmbed embedurl column defaults to varchar(255), causing failures for valid long URLs during imports/polling",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",db/migrate/20131217174004createtopicembeds.rb:6,4-B16,behavior_change_not_regression,analysis/verified_gold/4/B16-topicembed-embedurl-column-defaults-to-varchar255-causi/defects/4-D23/test.diff,analysis/verified_gold/4/B16-topicembed-embedurl-column-defaults-to-varchar255-causi/defects/4-D23/fix.patch,analysis/verified_gold/4/B16-topicembed-embedurl-column-defaults-to-varchar255-causi/defects/4-D23/logs,,33,[],,,
4-D26,4,mutating caller-owned contents string with <<,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:13,4-B24,behavior_change_not_regression,analysis/verified_gold/4/B24-topicembed-import-mutates-caller-owned-contents-via--/defects/4-D26/test.diff,analysis/verified_gold/4/B24-topicembed-import-mutates-caller-owned-contents-via--/defects/4-D26/fix.patch,analysis/verified_gold/4/B24-topicembed-import-mutates-caller-owned-contents-via--/defects/4-D26/logs,,16,"['4-D59', '4-D61']",,,
4-D28,4,"Existing TopicEmbed updates ignore title-only changes, leaving topic titles stale",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:34,4-B25,behavior_change_not_regression,analysis/verified_gold/4/B25-existing-topicembed-updates-ignore-title-only-changes-le/defects/4-D28/test.diff,analysis/verified_gold/4/B25-existing-topicembed-updates-ignore-title-only-changes-le/defects/4-D28/fix.patch,analysis/verified_gold/4/B25-existing-topicembed-updates-ignore-title-only-changes-le/defects/4-D28/logs,,18,[],,,
4-D29,4,"Degenerate/malformed embed URL reaches `URI()` in `absolutize_urls` and raises `URI::InvalidURIError`, aborting the import",D-withdrawn,own_executed,False,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:11,4-B26,behavior_change_not_regression,analysis/verified_gold/4/B26-topicembed-url-guard-uses-line-anchored-regex-and-later-/defects/4-D29/test.diff,analysis/verified_gold/4/B26-topicembed-url-guard-uses-line-anchored-regex-and-later-/defects/4-D29/fix.patch,analysis/verified_gold/4/B26-topicembed-url-guard-uses-line-anchored-regex-and-later-/defects/4-D29/logs,True,12,[],,True,
4-D33,4,"Embed/topic retrieval synchronously runs full feed poll (Jobs::PollFeed) on cache miss, coupling embeds to feed health and enabling resource",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",lib/topicretriever.rb:47,4-B28,behavior_change_not_regression,analysis/verified_gold/4/B28-embed-topic-retrieval-synchronously-runs-full-feed-poll-/defects/4-D33/test.diff,analysis/verified_gold/4/B28-embed-topic-retrieval-synchronously-runs-full-feed-poll-/defects/4-D33/fix.patch,analysis/verified_gold/4/B28-embed-topic-retrieval-synchronously-runs-full-feed-poll-/defects/4-D33/logs,,12,['4-D19'],,,
4-D34,4,"TopicEmbed uses open(url) without requiring open-uri, causing URL opens to be treated as local files",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:48,4-B29,behavior_change_not_regression,analysis/verified_gold/4/B29-topicembed-uses-openurl-without-requiring-open-uri-caus/defects/4-D34/test.diff,analysis/verified_gold/4/B29-topicembed-uses-openurl-without-requiring-open-uri-caus/defects/4-D34/fix.patch,analysis/verified_gold/4/B29-topicembed-uses-openurl-without-requiring-open-uri-caus/defects/4-D34/logs,,12,[],,,
4-D36,4,Missing/mismatched configured user silently returns and leaves embed loading,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",lib/topicretriever.rb:50,4-B33,behavior_change_not_regression,analysis/verified_gold/4/B33-embed-topic-retrieval-can-crash-or-silently-no-op-when-e/defects/4-D36/test.diff,analysis/verified_gold/4/B33-embed-topic-retrieval-can-crash-or-silently-no-op-when-e/defects/4-D36/fix.patch,analysis/verified_gold/4/B33-embed-topic-retrieval-can-crash-or-silently-no-op-when-e/defects/4-D36/logs,True,7,[],,,
4-D37,4,"Gemfile updated with new gems but default Gemfile.lock not regenerated, breaking frozen/deployment bundler installs",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",Gemfile,4-B34,confirmed_regression,analysis/verified_gold/4/B34-gemfile-updated-with-new-gems-but-default-gemfilelock-no/defects/4-D37/test.diff,analysis/verified_gold/4/B34-gemfile-updated-with-new-gems-but-default-gemfilelock-no/defects/4-D37/fix.patch,analysis/verified_gold/4/B34-gemfile-updated-with-new-gems-but-default-gemfilelock-no/defects/4-D37/logs,,6,[],,,
4-D38,4,"Rails migration adds NOT NULL column with DEFAULT, causing full table rewrite and ACCESS EXCLUSIVE lock on PostgreSQL < 11",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",db/migrate/20131219203905addcookmethodtoposts.rb:3,4-B37,behavior_change_not_regression,analysis/verified_gold/4/B37-rails-migration-adds-not-null-column-with-default-causin/defects/4-D38/test.diff,analysis/verified_gold/4/B37-rails-migration-adds-not-null-column-with-default-causin/defects/4-D38/fix.patch,analysis/verified_gold/4/B37-rails-migration-adds-not-null-column-with-default-causin/defects/4-D38/logs,,5,[],,,
4-D40,4,configured host contains scheme causing exact host mismatch,D-verified,own_executed,False,"yes - defect-specific test, orthogonality proven",lib/topic_retriever.rb,4-B39,behavior_change_not_regression,analysis/verified_gold/4/B39-embeddable-host-validation-uses-strict-string-equality-r/defects/4-D40/test.diff,analysis/verified_gold/4/B39-embeddable-host-validation-uses-strict-string-equality-r/defects/4-D40/fix.patch,analysis/verified_gold/4/B39-embeddable-host-validation-uses-strict-string-equality-r/defects/4-D40/logs,True,1,[],,,
4-D41,4,"Migration backfills posts.cookmethod to rawhtml, causing all existing posts to bypass cooking/sanitization",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",db/migrate/20131219203905addcookmethodtoposts.rb:3,4-B40,behavior_change_not_regression,analysis/verified_gold/4/B40-migration-backfills-postscookmethod-to-rawhtml-causing-a/defects/4-D41/test.diff,analysis/verified_gold/4/B40-migration-backfills-postscookmethod-to-rawhtml-causing-a/defects/4-D41/fix.patch,analysis/verified_gold/4/B40-migration-backfills-postscookmethod-to-rawhtml-causing-a/defects/4-D41/logs,,4,[],,,
4-D42,4,Dead feed-modified cache key means PollFeed always re-downloads and reprocesses the full feed,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",pollfeed.rb:20,4-B41,behavior_change_not_regression,analysis/verified_gold/4/B41-dead-feed-modified-cache-key-means-pollfeed-always-re-do/defects/4-D42/test.diff,analysis/verified_gold/4/B41-dead-feed-modified-cache-key-means-pollfeed-always-re-do/defects/4-D42/fix.patch,analysis/verified_gold/4/B41-dead-feed-modified-cache-key-means-pollfeed-always-re-do/defects/4-D42/logs,,4,[],,,
4-D43,4,incorrect default-port comparison in absolutize_urls,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",spec/models/topicembedspec.rb:34,4-B42,behavior_change_not_regression,analysis/verified_gold/4/B42-topicembedrb59-port-logic-should-compare-against-uridef/defects/4-D43/test.diff,analysis/verified_gold/4/B42-topicembedrb59-port-logic-should-compare-against-uridef/defects/4-D43/fix.patch,analysis/verified_gold/4/B42-topicembedrb59-port-logic-should-compare-against-uridef/defects/4-D43/logs,,4,['4-D02'],,,
4-D45,4,"Poll feed processing calls `String#scrub` via `stringscrub`, crashing on Ruby 2.0 (requires Ruby >= 2.1)",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",pollfeed.rb:35,4-B46,behavior_change_not_regression,analysis/verified_gold/4/B46-poll-feed-processing-calls-stringscrub-via-stringscrub/defects/4-D45/test.diff,analysis/verified_gold/4/B46-poll-feed-processing-calls-stringscrub-via-stringscrub/defects/4-D45/fix.patch,analysis/verified_gold/4/B46-poll-feed-processing-calls-stringscrub-via-stringscrub/defects/4-D45/logs,,3,[],,,
4-D46,4,"Embed source hash includes localized footer, causing false-positive content changes on locale/footer updates",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/models/topicembed.rb:16,4-B48,behavior_change_not_regression,analysis/verified_gold/4/B48-embed-source-hash-includes-localized-footer-causing-fals/defects/4-D46/test.diff,analysis/verified_gold/4/B48-embed-source-hash-includes-localized-footer-causing-fals/defects/4-D46/fix.patch,analysis/verified_gold/4/B48-embed-source-hash-includes-localized-footer-causing-fals/defects/4-D46/logs,,2,[],,,
4-D47,4,`skip_validations` allows saving posts/topics with invalid or unsafe data (validations fully bypassed),D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",lib/postrevisor.rb:85,4-B51,confirmed_regression,analysis/verified_gold/4/B51-skipvalidations-allows-saving-posts-topics-with-invalid/defects/4-D47/test.diff,analysis/verified_gold/4/B51-skipvalidations-allows-saving-posts-topics-with-invalid/defects/4-D47/fix.patch,analysis/verified_gold/4/B51-skipvalidations-allows-saving-posts-topics-with-invalid/defects/4-D47/logs,,2,[],,,
4-D48,4,"poll_feed job processes unbounded RSS items, creating/enqueuing work for every entry in a single run",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/jobs/scheduled/pollfeed.rb:29,4-B56,behavior_change_not_regression,analysis/verified_gold/4/B56-pollfeed-job-processes-unbounded-rss-items-creating-enqu/defects/4-D48/test.diff,analysis/verified_gold/4/B56-pollfeed-job-processes-unbounded-rss-items-creating-enqu/defects/4-D48/fix.patch,analysis/verified_gold/4/B56-pollfeed-job-processes-unbounded-rss-items-creating-enqu/defects/4-D48/logs,,2,[],,,
4-D49,4,EmbedController enqueues RetrieveTopic job but spec expects synchronous TopicRetriever call,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/controllers/embedcontroller.rb:16,4-B60,behavior_change_not_regression,analysis/verified_gold/4/B60-embedcontroller-enqueues-retrievetopic-job-but-spec-expe/defects/4-D49/test.diff,analysis/verified_gold/4/B60-embedcontroller-enqueues-retrievetopic-job-but-spec-expe/defects/4-D49/fix.patch,analysis/verified_gold/4/B60-embedcontroller-enqueues-retrievetopic-job-but-spec-expe/defects/4-D49/logs,,1,[],,,
4-D50,4,RetrieveTopic job unnecessarily eager-loads mail stack via stray require_dependency,D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",app/jobs/regular/retrievetopic.rb:1,4-B61,behavior_change_not_regression,analysis/verified_gold/4/B61-retrievetopic-job-unnecessarily-eager-loads-mail-stack-v/defects/4-D50/test.diff,analysis/verified_gold/4/B61-retrievetopic-job-unnecessarily-eager-loads-mail-stack-v/defects/4-D50/fix.patch,analysis/verified_gold/4/B61-retrievetopic-job-unnecessarily-eager-loads-mail-stack-v/defects/4-D50/logs,,2,[],,,
4-D51,4,"embedurl param not type-checked allows non-String, causing unrescued TypeError in URI parsing and Sidekiq retry churn",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",embedcontroller.rb:9-16,4-B69,behavior_change_not_regression,analysis/verified_gold/4/B69-embedurl-param-not-type-checked-allows-non-string-causin/defects/4-D51/test.diff,analysis/verified_gold/4/B69-embedurl-param-not-type-checked-allows-non-string-causin/defects/4-D51/fix.patch,analysis/verified_gold/4/B69-embedurl-param-not-type-checked-allows-non-string-causin/defects/4-D51/logs,,1,[],,,
4-D52,4,"Invalid or wrong-host embed URLs are treated as successful retrieval, causing infinite loading loop",D-verified,own_executed,True,"yes - defect-specific test, orthogonality proven",lib/topicretriever.rb:9,4-B71,behavior_change_not_regression,analysis/verified_gold/4/B71-invalid-or-wrong-host-embed-urls-are-treated-as-successf/defects/4-D52/test.diff,analysis/verified_gold/4/B71-invalid-or-wrong-host-embed-urls-are-treated-as-successf/defects/4-D52/fix.patch,analysis/verified_gold/4/B71-invalid-or-wrong-host-embed-urls-are-treated-as-successf/defects/4-D52/logs,,10,[],,,
